org_name,org_id,org_address,std_state,geo_lat,geo_lon,Organization Type,Subtype,state
Branford Academy Of Hair And Cosmetology,a7a64940,"251 W MAIN ST, BRANFORD, CT, 06405",CT,41.2777326,-72.8535789,Higher education institution,Highest degree certificate,Connecticut
Florida Career College-Hialeah,f08dc46a,"3750 W 18TH AVE, HIALEAH, FL, 33012",FL,25.8556829,-80.3193086,Higher education institution,NA,Florida
Rise Reaching Independence Through Support And Education,1c3e7601,"3413 S DUNSMUIR AVE, LOS ANGELES, CA, 90016",CA,34.0249496,-118.3627803,Non-profit organization,Job training non-profit,California
"Think Safe Training, Llc",cf8988a7,"515 S COLLEGE RD, LAFAYETTE, LA, 70503",LA,30.2039531,-92.0330518,WIOA-eligible,NA,Louisiana
Iniciativa Tecnologica Centro Oriental Inc,ccc0b401,"15 CLL BALDORIOTY, CAGUAS, PR, 00725",PR,18.2336181,-66.035341,Non-profit organization,Job training non-profit,NA
Eau Claire Area Carpentry Jac,4b59651a,EAU CLAIRE WI 54703,WI,44.8594192,-91.5015009,Registered apprenticeship,NA,Wisconsin
Atp Weber State University,25d63c27,3850 DIXON PARKWAY  DEPT. 1014  OGDEN UT 84408,UT,41.1932542,-111.9460555,WIOA-eligible,NA,Utah
Ibew-Neca Electricians #134 Jatf,8e53f9e9,"6201 W 115TH ST, ALSIP, IL, 60803",IL,41.6821699,-87.7747036,Registered apprenticeship,NA,Illinois
Therapeutic Connections School Of Massage,492521ba,"505 E 24TH AVE, SPOKANE, WA, 99203",WA,47.632916,-117.4032656,WIOA-eligible,NA,Washington
Se Wi Construction Craft Laborers Jac,04aa0ac8,DEFOREST WI 53532,WI,43.2477685,-89.343727,Registered apprenticeship,NA,Wisconsin
Sacred Heart International Institute,54263896,"833 W SAMPLE RD, POMPANO BEACH, FL, 33064",FL,26.2762281,-80.1344406,WIOA-eligible,NA,Florida
People Taking Care Of People Inc,f9c2a3a7,"3316 BLODGETT ST, HOUSTON, TX, 77004",TX,29.7194542,-95.3631048,Non-profit organization,Job training non-profit,Texas
Yuba College,904445b5,"2088 N BEALE RD, MARYSVILLE, CA, 95901",CA,39.1255948,-121.5395426,Multiple types,NA,California
Nine Point Nine,44df2e15,"404 S MAIN ST, GREENVILLE, PA, 16125",PA,41.4099659,-80.3724982,Non-profit organization,Job training non-profit,Pennsylvania
Harper College,8f035477,"800 W CENTRAL RD, ARLINGTON HEIGHTS, IL, 60005",IL,42.0677844,-87.9919171,WIOA-eligible,NA,Illinois
Abcte - American Board For Certification Of Teacher Excellen,ab6e37d8,"1123 ZONOLITE RD NE, ATLANTA, GA, 30306",GA,33.8063857,-84.3435238,WIOA-eligible,NA,Georgia
"Cccna, Salt Lake City",a6262d24,"5282 COMMERCE DR, SALT LAKE CITY, UT, 84107",UT,40.657238,-111.899992,WIOA-eligible,NA,Utah
Textures Institute Of Cosmetology,ca813a81,"8325 MICHIGAN RD, INDIANAPOLIS, IN, 46268",IN,39.9065594,-86.2181128,Higher education institution,Highest degree certificate,Indiana
Gradus Project,6fd7e7ee,5352 KENSINGTON CREEK DR SOUTHAVEN MS 38672-6786,MS,34.9382794,-89.9265277,Non-profit organization,Job training non-profit,Mississippi
Guy's Shreveport Academy Of Cosmetology Inc,409a84b0,"1141 SHREVEPORT BARKSDALE HWY, SHREVEPORT, LA, 71105",LA,32.4857707,-93.7066012,Higher education institution,Highest degree certificate,Louisiana
Medical Career College,102d4246,"41300 CHRISTY ST, FREMONT, CA, 94538",CA,37.515066,-121.982484,WIOA-eligible,NA,California
Associated Builders And Contractors - B.R. (Pelican),a30fdafb,19251HIGHLAND ROAD  BATON ROUGE BATON ROUGE LA 70809,LA,30.3565392,-91.0182294,WIOA-eligible,NA,Louisiana
Arizona College-Mesa,470bcf45,"163 N DOBSON RD, MESA, AZ, 85201",AZ,33.4182965,-111.8733635,Higher education institution,NA,Arizona
Park Avenue Assisted Living Services,87fc4dbb,204 S 4TH AVE MAYWOOD IL 60153-1642,IL,41.8859721,-87.8381887,Non-profit organization,Job training non-profit,Illinois
Black River Electrician Atc / Paragould,0dcc38ee,PO BOX 1565 PARAGOULD AR 72451,AR,36.06,-90.5,Registered apprenticeship,NA,Arkansas
Wv Community Services For Women Non Profit,77e8c2c4,"511 COMMERCE ST, BLUEFIELD, WV, 24701",WV,37.2688541,-81.2219291,Non-profit organization,Job training non-profit,West Virginia
Livable Wage Jobs Inc,c948a48e,"386 JACKSON ST, COALINGA, CA, 93210",CA,36.1388141,-120.3684563,Non-profit organization,Job training non-profit,California
Wellspring School Of Allied Health-Lawrence,69b05e08,947 NEW HAMPSHIRE LAWRENCE KS 66045-3073,KS,38.9658294,-95.2350481,Higher education institution,NA,Kansas
Pima Medical Institute-Albuquerque,e279b794,"4400 CUTLER AVE NE, ALBUQUERQUE, NM, 87110",NM,35.1048203,-106.5947788,Higher education institution,NA,New Mexico
Wells Academy Inc,9acb09e2,"4885 WINDSOR CT NW, BEMIDJI, MN, 56601",MN,47.5287846,-94.9502509,Non-profit organization,Job training non-profit,Minnesota
Plumbing Contractors Association Apprenticeship Program Inc,2d02325c,"7204 SW 48TH ST, MIAMI, FL, 33155",FL,25.7253421,-80.311285,Non-profit organization,Job training non-profit,Florida
Ace Cosmetology And Barber Training Center,0c2d1940,"625 WOLCOTT ST, WATERBURY, CT, 06705",CT,41.5600119,-73.0124395,Higher education institution,Highest degree certificate,Connecticut
Raphael's School Of Beauty Culture Inc-Boardman,e581be65,"615 BOARDMAN CANFIELD RD, BOARDMAN, OH, 44512",OH,41.0235897,-80.6799388,Higher education institution,Highest degree certificate,Ohio
"Ednet Career Institute, Inc",56f6c83d,7301 TOPANGANYON BL. #350  CANOGA PARK CA 91303,CA,34.1989453,-118.597305,WIOA-eligible,NA,California
Education And Training Connection - Saginaw,0040a477,405 HAYESSAGINAW  SAGINAW MI 48602,MI,43.4206777,-83.9582606,WIOA-eligible,NA,Michigan
Healing Empowering Linking People Inc,1281644f,"611 WATT ST, JEFFERSONVLLE, IN, 47130",IN,38.277078,-85.7378201,Non-profit organization,Job training non-profit,Indiana
Erie Institute Of Technology Inc,313a68d1,940 MILLCREEK MALL ERIE PA 16565,PA,42.0715483,-80.1006532,Higher education institution,NA,Pennsylvania
Goodwill Sc Apprenticeship Program-Swag Ra,e325d057,"342 N SAN FERNANDO RD, LOS ANGELES, CA, 90031",CA,34.0781131,-118.2232858,Registered apprenticeship,NA,California
Canadian Valley Technology Center,d847bc2f,6505 E HWY 66 EL RENO OK 73036-9117,OK,35.509186,-97.8712247,Higher education institution,Highest degree certificate,Oklahoma
Enhancement Institute,b90ac9ce,"2742 BRANDON LAKE DR, SNELLVILLE, GA, 30039",GA,33.8081148,-83.999245,Non-profit organization,Job training non-profit,Georgia
Ucsb Extension,96ed5d84,2160 KERR HALL UC SANTA BARBARA CA 93106,CA,34.4145252,-119.8470755,WIOA-eligible,NA,California
River City School Of Dental Assisting,3e1d6f9c,"721 N. PINES RD #101, FALLS, SPOKANE WA 99206",WA,47.6641678,-117.240485,WIOA-eligible,NA,Washington
Best Corp.,b6c1559d,"""101 STATION LANDING 4TH FLOOR"" MEDFORD MA 2155",MA,42.4017211,-71.081997,Registered apprenticeship,NA,Massachusetts
Social Service Association Of Missouri,7004242b,PO BOX 520 OWENSVILLE MO 65066-0520,MO,38.3456023,-91.5015487,Non-profit organization,Job training non-profit,Missouri
Ironworkers Western Ok Area Jatc,f5e4cfaf,"2324 S DOUGLAS AVE, OKLAHOMA CITY, OK, 73109",OK,35.4412054,-97.5340708,Registered apprenticeship,NA,Oklahoma
Rlabs Waco Inc,6b2e6590,100 RESEARCH PKWY BRIC STE 2280 BRI WACO TX 76704-3024,TX,31.5710052,-97.1069381,Non-profit organization,Job training non-profit,Texas
Suited To Succeed Inc,86f3b091,"19 E FAYETTE ST, BALTIMORE, MD, 21202",MD,39.2901636,-76.6142389,Non-profit organization,Job training non-profit,Maryland
Pathway Of Hope Incorporated,af1b7b28,"2307 SHELVA LN, COPLEY, OH, 44321",OH,41.0594085,-81.6104646,Non-profit organization,Job training non-profit,Ohio
Rcoe School Of Career Education,a1585c44,2100 E. ALESSANDRO BLVD.  RIVERSIDE CA 92508,CA,33.9172898,-117.2947107,WIOA-eligible,NA,California
Jefferson County Dubois Area,fb1c5fa8,"3661 STATE RTE 28 N, BROOKVILLE, PA, 15825",PA,41.1919976,-79.0138683,WIOA-eligible,NA,Pennsylvania
Southwest Florida Job Squad Inc,989c570b,"2020 QUEEN ST, FORT MYERS, FL, 33917",FL,26.6906432,-81.8829559,Non-profit organization,Job training non-profit,Florida
Georgia Public Safety Training Center,f55fc96f,"108 SUNSHINE AVE, SAVANNAH, GA, 31405",GA,32.0606677,-81.2049323,WIOA-eligible,NA,Georgia
Jobs For West Virginias Graduates Inc,7fe051fc,"4476 8TH STREET RD, HUNTINGTON, WV, 25701",WV,38.3388821,-82.4501453,Non-profit organization,Job training non-profit,West Virginia
Avi Career Training,cc4fc455,"10130 COLVIN RUN RD, GREAT FALLS, VA, 22066",VA,38.9743454,-77.2969127,Multiple types,Highest degree certificate,Virginia
"Nightingale College, All Locations",038d3dd2,"SUITE 400 175 SOUTH MAIN STREET,  SALT LAKE CITY UT 84111",UT,40.7653526,-111.8905343,WIOA-eligible,NA,Utah
Valley Baptist Medical Center School Of Vocational Nursing,f100e163,"2110 BENWOOD ST, HARLINGEN, TX, 78550",TX,26.177142,-97.6695203,WIOA-eligible,NA,Texas
With Women Kisoboka,8b02d8f6,PO BOX 391522 CAMBRIDGE MA 02139-0016,MA,42.3647559,-71.1032591,Non-profit organization,Job training non-profit,Massachusetts
"Ibew Local 164, Jatc",7c4603c2,"65 W CENTURY RD, PARAMUS, NJ, 07652",NJ,40.9323291,-74.0756294,Registered apprenticeship,NA,New Jersey
Jenkins Motor Sports Vocational Automotive Youth Training Center,2d66df4e,"3938 SILVER CHALICE DR, WINSTON SALEM, NC, 27101",NC,36.1252826,-80.1829963,Non-profit organization,Job training non-profit,North Carolina
Healthstaff Training Institute - Main,ac5d76d7,"601 S MILLIKEN AVE, ONTARIO, CA, 91761",CA,34.0580514,-117.5575642,WIOA-eligible,NA,California
Northland Pioneer College,895a03be,"2251 NAVAJO BLVD, HOLBROOK, AZ, 86025",AZ,34.9311391,-110.1406549,Higher education institution,NA,Arizona
Tennessee College Of Applied Technology-Morristown,dbfab81a,"821 W LOUISE AVE, MORRISTOWN, TN, 37813",TN,36.2038147,-83.2991754,Higher education institution,Highest degree certificate,Tennessee
Paul Mitchell The School-Phoenix,03a1dbd3,"3423 W BETHANY HOME RD, PHOENIX, AZ, 85017",AZ,33.5236591,-112.1329347,Higher education institution,Highest degree certificate,Arizona
Virginia College - Birmingham,91f8739d,"488 PALISADES BLVD, BIRMINGHAM, AL, 35209",AL,33.4702874,-86.8191314,WIOA-eligible,NA,Alabama
Northern Marianas Trade Institute,23ecc223,PO BOX 504880 SAIPAN MP 96950-4310,MP,15.1850483,145.7467259,Non-profit organization,Job training non-profit,NA
Njcaa Region 24,bb6b7d19,"5250 SHEPHERD RD, SPRINGFIELD, IL, 62703",IL,39.721011,-89.61125,Non-profit organization,NA,Illinois
Rare Place Inc,15ca7472,"1039 NIAGARA ST, BUFFALO, NY, 14213",NY,42.9114829,-78.8995883,Non-profit organization,Job training non-profit,New York
Teamsters Local 25,2b28f1af,"""544 MAIN STREET"" CHARLESTOWN MA 2129",MA,42.3837348,-71.072855,Registered apprenticeship,NA,Massachusetts
Ogle School Hair Skin Nails-San Antonio,0369b8f6,742 N. LOOP 410 STE 226 SAN ANTONIO TX 78216,TX,29.5545101,-98.4882188,Higher education institution,Highest degree certificate,Texas
Able Industries Of The Pacific,41de4b56,PO BOX 326369 HAGATNA GU 96932-6006,GU,13.4769932,144.750582,Non-profit organization,Job training non-profit,NA
Parentjobnet Inc,d483e351,"188 11TH ST, BROOKLYN, NY, 11215",NY,40.6698324,-73.9916,Non-profit organization,Job training non-profit,New York
Extraspecialteas Inc,15f3f2bf,"2 ELM ST, GREAT BARRINGTON, MA, 01230",MA,42.1958035,-73.3618664,Non-profit organization,Job training non-profit,Massachusetts
Connecticut School Of Broadcasting-Is,09dada3d,"3450 NORTHLAKE BLVD, WEST PALM BEACH, FL, 33403",FL,26.8078477,-80.0897748,WIOA-eligible,NA,Florida
P. Steve Ramirez Vocational Training Centers,aca801b1,"1300 W SHAW AVE, FRESNO, CA, 93711",CA,36.8086727,-119.8158221,WIOA-eligible,NA,California
Grocery Manufacturers Rep Of Metropolitan New York Inc New York,f95b698e,28 ROSLYN NY 11576-0000,NY,40.7998227,-73.6509622,Non-profit organization,Job training non-profit,New York
Southwest Wisconsin Technical College,19bafd62,1800 BRONSON BLVD FENNIMORE WI 53809-9778,WI,42.9752025,-90.6358157,Higher education institution,NA,Wisconsin
The New School Center For Media,2e80449a,"14 COMPUTER DR W, ALBANY, NY, 12205",NY,42.7205682,-73.8097875,Higher education institution,Highest degree certificate,New York
Two Pines Ranch Animal Rescue Center,ea1416ef,PO BOX 255 MESA CO 81643-0255,CO,39.1662458,-108.1388881,Non-profit organization,Job training non-profit,Colorado
In Laborers,cda9e28e,P O BOX 758 BEDFORD IN 47421,IN,38.8611619,-86.4872149,Registered apprenticeship,NA,Indiana
More Than Enough To Take Care D/B/A More Than Enough Academy,61fca3a8,"5035 GRAVOIS AVE, SAINT LOUIS, MO, 63116",MO,38.580659,-90.2684081,WIOA-eligible,NA,Missouri
Skyway Trucking School,537953bd,"16934 SMOKETREE ST, HESPERIA, CA, 92345",CA,34.42471,-117.2935815,WIOA-eligible,NA,California
Diamond Beauty College,203b698a,"10301 GARVEY AVE, S EL MONTE, CA, 91733",CA,34.0630432,-118.046706,Higher education institution,Highest degree certificate,California
University Of Alabama,b97861f3,PO BOX 870120  TUSCALOOSA AL 35487,AL,33.207199,-87.5482025,WIOA-eligible,NA,Alabama
Relay Graduate School Of Education,41766f7c,"639 LOYOLA AVE, NEW ORLEANS, LA, 70113",LA,29.9489612,-90.0768302,WIOA-eligible,NA,Louisiana
Ability Works Inc,59fc32c6,"3920 COLUMBUS AVE, SANDUSKY, OH, 44870",OH,41.4120183,-82.6849032,Non-profit organization,Job training non-profit,Ohio
"Airstreams Renewables, Inc.",5e0469ba,"JOINT BASE LEWIS-MCCHORD, FORT LEWIS, TACOMA WA 98433",WA,47.1342432,-122.4857321,WIOA-eligible,NA,Washington
Lincoln Technical Institute-Whitestone,e1642660,15-30 PETRACCA PL WHITESTONE NY 11357,NY,40.7842385,-73.8287652,Higher education institution,Highest degree certificate,New York
Saint Michael College Of Allied Health,d3bd5450,"1106 BLADENSBURG RD NE, WASHINGTON, DC, 20002",DC,38.9044384,-76.981003,Higher education institution,NA,NA
College Of Business And Technology-Cutler Bay,508efbce,"19151 DIXIE HWY, CUTLER BAY, FL, 33157",FL,25.5896705,-80.3586004,Higher education institution,NA,Florida
Dental Assisting Training Institute,9c7afcca,"10507 99TH AVE,, WA VANCOUVER NE 98662",NE,45.6981035,-122.5703257,WIOA-eligible,NA,Nebraska
Suited 2 Shine Inc,ad4212b5,"7925 FLOWER AVE, TAMPA, FL, 33619",FL,27.8944164,-82.3670013,Non-profit organization,Job training non-profit,Florida
"Electrical Jatc, Warren",4110fe82,"4550 RESEARCH PKWY NW, WARREN, OH, 44483",OH,41.2831936,-80.8250405,Registered apprenticeship,NA,Ohio
College Of Marin,3a4a06a6,"835 COLLEGE AVE, KENTFIELD, CA, 94904",CA,37.9512299,-122.5490734,Higher education institution,NA,California
Rosies Wish Community Development Corporation,9898b9c9,570 W CHEYENNE AVE STE 200 N LAS VEGAS NV 89030-3983,NV,36.2184559,-115.1490485,Non-profit organization,Job training non-profit,Nevada
Virginia Bible College,49fae827,2650 RICHMOND HWY STAFFORD VA 22554-5095,VA,38.4499937,-77.401616,Non-profit organization,NA,Virginia
Game Changer Workforce Training And Development Inc,3638d6e1,61 K AND K RD KITE GA 31049-6216,GA,32.6923836,-82.5145752,Non-profit organization,Job training non-profit,Georgia
Clark County P.U.D. No. 1 Apprenticeship Committee,0e5dbd0d,"1200 FORT WAY,, VANCOUVER WA 98668",WA,45.6405989,-122.6234603,WIOA-eligible,Apprenticeship sponsor / other,Washington
Caddo Kiowa Technology Center District No. 2 Dba Caddo,d10c429f,PO BOX 190 100 CAREER TECH DR. FORT COBB OK 73038,OK,35.1126427,-98.4425048,WIOA-eligible,NA,Oklahoma
Memphis Plumbers Joint Apprenticeship Committee,03a73872,"4229 PRESCOTT RD, MEMPHIS, TN, 38118",TN,35.0331653,-89.9443995,Non-profit organization,Job training non-profit,Tennessee
Bay Area Plastering Jatc,15441b71,"1555 OVERLAND CT, WEST SACRAMENTO, CA, 95691",CA,38.5688249,-121.5739239,Registered apprenticeship,NA,California
Multitude Of Zion Outreach Ministries Nfp,1aa07420,"5945 W CHICAGO AVE, CHICAGO, IL, 60651",IL,41.894494,-87.77407,Non-profit organization,Job training non-profit,Illinois
Regis Corporation,c1791129,NEENAH WI 54956,WI,44.1858193,-88.462609,Registered apprenticeship,NA,Wisconsin
Construct Tomorrow,3cdfdcfe,PO BOX 201234 MINNEAPOLIS MN 55420-6234,MN,44.8365032,-93.2734517,Non-profit organization,Job training non-profit,Minnesota
Honolulu Community College,6b215668,"874 DILLINGHAM BLVD, HONOLULU, HI, 96817",HI,21.3204446,-157.8692082,Multiple types,NA,Hawaii
Better Yourself Through Studies Inc,88607a70,"1100 NW 147TH ST, MIAMI, FL, 33168",FL,25.9087981,-80.2179925,Non-profit organization,Job training non-profit,Florida
First Coast Technical College,00d827b9,"2980 COLLINS AVE, SAINT AUGUSTINE, FL, 32084",FL,29.9243083,-81.3457407,Multiple types,Highest degree certificate,Florida
American Welding Academy,9b9c1e69,"3 PROGRESS DR, UNION, MO, 63084",MO,38.4500517,-91.0084762,WIOA-eligible,NA,Missouri
Hhplift,3688bf4d,"329 18TH ST, CHICAGO, IL, 60616",IL,41.8577969,-87.6198732,Non-profit organization,Job training non-profit,Illinois
River Valley Technology Center,9bc7a035,"60 LOWELL ST, RUMFORD, ME, 04276",ME,44.5469638,-70.5449065,Non-profit organization,Job training non-profit,Maine
Community Opportunities Inc,aa0753c1,"110 E WALNUT ST, KEENE, TX, 76059",TX,32.3995398,-97.3252018,Non-profit organization,Job training non-profit,Texas
Bricklayers And Allied Craftsmen Local 3,6b3fd1d0,"""550 MEDFORD STREET"" CHARLESTOWN MA 2129",MA,42.3834557,-71.0708874,Registered apprenticeship,NA,Massachusetts
Region 4 Education Service Center,d7ec1226,"7145 W TIDWELL RD, HOUSTON, TX, 77092",TX,29.8495818,-95.4984481,WIOA-eligible,NA,Texas
Pike County Career Technology Center,120fa061,"175 E BEAVER CREEK RD, PIKETON, OH, 45661",OH,39.054471,-83.0066359,WIOA-eligible,NA,Ohio
Core Skills Center Inc,0151e2c6,"7192 CENTER ST, LITHONIA, GA, 30058",GA,33.7149008,-84.1065043,Non-profit organization,Job training non-profit,Georgia
Goodwills Green Works Inc,3520bab8,"3111 GRAND RIVER AVE, DETROIT, MI, 48201",MI,42.3407501,-83.0702058,Non-profit organization,Job training non-profit,Michigan
Pima Medical Institute - Central-C61,a0854558,4400 CUTLER  NM ALBUQUERQUE NE 87110,NE,35.1048203,-106.5947788,WIOA-eligible,NA,Nebraska
Classic Driving School,90c3b363,"64261 VAN DYKE RD, WASHINGTON, MI, 48095",MI,42.766987,-83.0188075,WIOA-eligible,NA,Michigan
Abc Of Alaska,cc607f97,"301 ARCTIC SLOPE AVE, ANCHORAGE, AK, 99518",AK,61.145926,-149.8762994,WIOA-eligible,Apprenticeship sponsor / other,Alaska
Iuec Local 6 Jatc,82b2e177,"2945 BANKSVILLE RD, PITTSBURGH, PA, 15216",PA,40.4023734,-80.0412985,Registered apprenticeship,NA,Pennsylvania
Midsouth Carpenters (Florence),4da67766,4300 HELTON DRIVE FLORENCE AL 35632,AL,34.8681818,-87.6598855,Registered apprenticeship,NA,Alabama
Waters Of Life Placement Center Inc,b5a902f6,"1050 HICKORY LN, COCOA, FL, 32922",FL,28.3683196,-80.7441065,Non-profit organization,Job training non-profit,Florida
Mississippi Delta Community College - Moorhead,0003896c,HWY 3 AT CHERRY ST.  MOORHEAD MS 38761,MS,33.4457044,-90.5052707,WIOA-eligible,NA,Mississippi
Heavy Construction Academy,f2164668,"5 INDUSTRIAL DR, EXETER, NH, 03833",NH,42.9894711,-70.9673217,WIOA-eligible,NA,New Hampshire
Goodwill Of Greater Washington,52560620,"1140 3RD ST NE, WASHINGTON, DC, 20002",DC,38.9049059,-77.0021927,WIOA-eligible,NA,NA
Fresh Start New Beginning,a3ec1d0e,"4400 N SCOTTSDALE RD, SCOTTSDALE, AZ, 85251",AZ,33.5002688,-111.9263989,Non-profit organization,Job training non-profit,Arizona
All Beauty College-Lake Havasu,83b8bfb0,2060 WEST ACOMA BLVD LAKE HAVASU CITY AZ 86403,AZ,34.4960741,-114.3382607,WIOA-eligible,NA,Arizona
Cincinnati Cement Masons,8a362376,"3 KOVOCH DR, CINCINNATI, OH, 45215",OH,39.2229669,-84.4579078,Registered apprenticeship,NA,Ohio
Crawford Nautical School,88c1983f,"801 NW 42ND ST, SEATTLE, WA, 98107",WA,47.6576418,-122.3665047,WIOA-eligible,NA,Washington
Military Maintainers Transition Program,f12c39a9,"2115 E VALENCIA RD, TUCSON, AZ, 85706",AZ,32.1344529,-110.9382288,Non-profit organization,Job training non-profit,Arizona
Ivy Tech Community College,99ed1548,"2545 SILVEUS CROSSING, WARSAW, IN, 46582",IN,41.273071,-85.8746092,WIOA-eligible,NA,Indiana
General Monkey Business Inc,ac77d267,"923 THAYER RD, ORTONVILLE, MI, 48462",MI,42.86234,-83.512894,Non-profit organization,Job training non-profit,Michigan
"Abc Bartending Schools, Inc.",8d727244,"1002 INDUSTRY DRIVE, TUKWILA, REDMOND WA 98053",WA,47.4483009,-122.248093,WIOA-eligible,NA,Washington
Local 12 Usw Goodyear Institute Forcareer Development,c9acb539,"848 STEELE STATION RD, RAINBOW CITY, AL, 35906",AL,33.9765771,-86.0552652,Non-profit organization,Job training non-profit,Alabama
Bright Future Community Inc,a2f57ca8,1526 CENTRAL AVENUE 302 FAR ROCKAWAY NY 11691-4011,NY,40.6056243,-73.7521526,Non-profit organization,Job training non-profit,New York
Platt College-Miller-Motte Technical-Chattanooga,cf6ec9e8,"6397 LEE HWY, CHATTANOOGA, TN, 37421",TN,35.034329,-85.1819094,Higher education institution,NA,Tennessee
Career Development Institute,3b7c726d,"1335 N PLAZA DR, VISALIA, CA, 93291",CA,36.3415354,-119.3951793,WIOA-eligible,NA,California
The International Association Of Bridge And Structural Ironworkers - Local 416,a93a479f,"5555 FRESCA DR, LA PALMA, CA, 90623",CA,33.8620521,-118.0370141,Registered apprenticeship,NA,California
Ohio Business College-Sandusky,fed08b19,5202 TIMBER COMMONS DRIVE SANDUSKY OH 44870-5871,OH,41.4152891,-82.6673552,Higher education institution,NA,Ohio
Clary Sage College,a9b0cfc2,"3131 S SHERIDAN RD, TULSA, OK, 74145",OK,36.11712,-95.9037469,Higher education institution,Highest degree certificate,Oklahoma
Centura College-Chesapeake,c63db210,"932 VENTURES WAY, CHESAPEAKE, VA, 23320",VA,36.7660961,-76.2277729,Higher education institution,Highest degree bachelor’s+,Virginia
Philadelphia Area Great Careers Group,78e447a0,"606 HANOVER CT, CHESTERBROOK, PA, 19087",PA,40.0740525,-75.4457387,Non-profit organization,Job training non-profit,Pennsylvania
Palace Beauty College,ff7417f4,"1517 S WESTERN AVE, LOS ANGELES, CA, 90006",CA,34.0447552,-118.3095352,Multiple types,Highest degree certificate,California
Connole Morton Insurance School,c1ab2a4c,"1280 S 3RD ST W, MISSOULA, MT, 59801",MT,46.867374,-114.0153161,WIOA-eligible,NA,Montana
College For Social Innovation Inc,e8f9686b,"89 SOUTH ST, BOSTON, MA, 02111",MA,42.3517804,-71.0574891,Non-profit organization,Job training non-profit,Massachusetts
National-Louis University,ca5b32c4,"850 WARRENVILLE RD, LISLE, IL, 60532",IL,41.8092215,-88.0701501,WIOA-eligible,NA,Illinois
On Ramps Economic Development Corporation,91a12082,"1719 L ST, FRESNO, CA, 93721",CA,36.7424379,-119.7963194,Non-profit organization,Job training non-profit,California
Oklahoma Truck Driving Academy Llc.,96ca329f,10570 SH 377 N ADA OK 74820,OK,34.774531,-96.6783449,WIOA-eligible,NA,Oklahoma
Usdol-Eta Jatc For Atr,9718152d,200 CONSTITUTION AVE. NW WASHINGTON  ZA 20210,DC,38.8937443,-77.014524,Registered apprenticeship,NA,NA
Plumbers Local 210 J.A.T.C.,c40f5191,"2901 E 83RD PL, MERRILLVILLE, IN, 46410",IN,41.4658699,-87.2998167,Registered apprenticeship,NA,Indiana
Menard Manor Nursing Home,008f7665,"100 GAY ST, MENARD, TX, 76859",TX,30.9163955,-99.7842952,WIOA-eligible,NA,Texas
Southwest Washington Electrical Joint Apprenticeship And Training Committee,20b2d7d3,"3001 S 36TH ST, TACOMA, WA, 98409",WA,47.2271928,-122.4753779,WIOA-eligible,Apprenticeship sponsor / other,Washington
First Generation Bangladeshi Association,6db92b32,8733 188TH ST QUEENS NY 11423-1103,NY,40.7170595,-73.7742386,Non-profit organization,Job training non-profit,New York
Seekfirst Solutions Inc,bceeeceb,"3020 PROSPERITY CHURCH RD, CHARLOTTE, NC, 28269",NC,35.3428071,-80.7688971,Non-profit organization,Job training non-profit,North Carolina
Aviation Institute Of Maintenance-Houston,aaecbbf2,"7651 AIRPORT BLVD, HOUSTON, TX, 77061",TX,29.6589015,-95.2822399,Higher education institution,Highest degree certificate,Texas
Capitol City Career Opportunities Inc,f1b879e9,"6060 SUNRISE VISTA DR, CITRUS HEIGHTS, CA, 95610",CA,38.6768656,-121.263819,Non-profit organization,Job training non-profit,California
Academy College,59530ba8,"1600 W 82ND ST, MINNEAPOLIS, MN, 55431",MN,44.8557681,-93.299784,WIOA-eligible,NA,Minnesota
Fearless Beauty Inc,03672ac7,10292 S DEL REY DR YUMA AZ 85367-7322,AZ,32.6816974,-114.4195137,Non-profit organization,Job training non-profit,Arizona
Empowerment For Growth And Reconstruction Inc,8a606730,PO BOX 83501 COLUMBUS OH 43203-0501,OH,39.9611755,-82.9987942,Non-profit organization,Job training non-profit,Ohio
Southeastern Technical Institute,2a7b803d,"250 FOUNDRY ST, SOUTH EASTON, MA, 02375",MA,42.0100795,-71.0818113,Higher education institution,Highest degree certificate,Massachusetts
"El Centro College, Dcccd",96eaed30,"801 MAIN ST, DALLAS, TX, 75202",TX,32.7797883,-96.805209,Registered apprenticeship,NA,Texas
Hand In Hand Assist,f13fc678,"237 BERKLEY AVE, LANSDOWNE, PA, 19050",PA,39.9408153,-75.2859059,Non-profit organization,Job training non-profit,Pennsylvania
Acf Washington State Chefs Association,6ff231f3,PO BOX 268 RENTON WA 98057,WA,47.4942738,-122.2081419,Registered apprenticeship,NA,Washington
Route 93 Trucking Inc,21247343,"178 WESTHILLS WAY, HAMILTON, MT, 59840",MT,46.2594929,-114.1914978,WIOA-eligible,NA,Montana
Maier Driver Education School Llc,0a2baeff,"6423 RANGE LINE RD, PALMS, MI, 48465",MI,43.611927,-82.7569996,WIOA-eligible,NA,Michigan
Mr. Appliance,71fbea45,"815 LINCOLN HWY, FAIRVIEW HTS, IL, 62208",IL,38.5931913,-89.9728517,WIOA-eligible,Apprenticeship sponsor / other,Illinois
College Of Hair Design Careers,ecf7bd9a,"1684 CLAY ST, OR SALEM NE 97301",NE,44.9428975,-123.0350963,WIOA-eligible,NA,Nebraska
Pipo Academy Of Hair Design,9802304,"3000 PERSHING DR, EL PASO, TX, 79903",TX,31.7844637,-106.4597744,Higher education institution,Highest degree certificate,Texas
